"","text","emotion","polarity"
"574","prime minister hun sen rejects repos that cambodia rejected chinas sinovac vaccine i have never said such a thi","sadness","positive"
"575","there was once a leader named rody
whose rule was very much shoddy 
he chose the more expensive vaccine
and when people ke","anger","negative"
"576","highest intl confidence on chinese vaccines

sinovac 
1 turkish president2021114
2 indonesian preside","fear","positive"
"577","chinas covid19 vaccines safe and effective sinopharm sinovac","joy","positive"
"578","over 600000 health workers in turkey have received sinovac vaccines","joy","positive"
"579","over 600000 health workers in turkey have received sinovac vaccines","joy","positive"
"580","chinas covid19 vaccines safe and effective sinopharm sinovac","joy","positive"
"581","state media globaltimes just published an aicle trying to defame pfizers vaccine with big typos in the aicle 

it tw","sadness","neutral"
"582","highest intl confidence on chinese vaccines

sinovac 
1 turkish president2021114
2 indonesian preside","fear","positive"
"583","a new wave of covidoutbreak sweeps through china beijing plans to vaccinate 50 million people in 75 cities before the chine","fear","positive"
"584","state media globaltimes just published an aicle trying to defame pfizers vaccine with big typos in the aicle 

it tw","sadness","neutral"
"585","turkish president recep tayyipreceives the coronavirus vaccine developed by sinovac in a hospital in anka","fear","positive"
"586","many countries are already using vaccines including those of china sinopharm and sinovac which are our necessities","fear","positive"
"587","sinovac turns out to be a spectacular failure","disgust","neutral"
"588","a new wave of covidoutbreak sweeps through china beijing plans to vaccinate 50 million people in 75 cities before the chine","fear","positive"
"589","sinovac has already submitted its application for an emergency use authorization eua

the philippine government","fear","positive"
"590","wangs visit came amid the philippines negotiations with china for the purchase of the coronavirus disease 2019","anger","negative"
"591","state media globaltimes just published an aicle trying to defame pfizers vaccine with big typos in the aicle 

it tw","sadness","neutral"
"592","state media globaltimes just published an aicle trying to defame pfizers vaccine with big typos in the aicle 

it tw","sadness","neutral"
"593","are you sure that the price you saw was the actual offer of sinovac maker to our government","fear","positive"
"594","highest intl confidence on chinese vaccines

sinovac 
1 turkish president2021114
2 indonesian preside","fear","positive"
"595","turkey repos 168 new coronavirus deaths in the last 24 hours turkey coronaviruspandemic sputnikvsi","fear","negative"
"596","highest intl confidence on chinese vaccines

sinovac 
1 turkish president2021114
2 indonesian preside","fear","positive"
"597","highest intl confidence on chinese vaccines

sinovac 
1 turkish president2021114
2 indonesian preside","fear","positive"
"598","state media globaltimes just published an aicle trying to defame pfizers vaccine with big typos in the aicle 

it tw","sadness","neutral"
"599","state media globaltimes just published an aicle trying to defame pfizers vaccine with big typos in the aicle 

it tw","sadness","neutral"
"600","friend china is helping us with one million doses covid19 vaccine coronavac sinovac hunsen cambodia","anger","positive"
"601","highest intl confidence on chinese vaccines

sinovac 
1 turkish president2021114
2 indonesian preside","fear","positive"
"602","friend china is helping us with one million doses covid19 vaccine coronavac sinovac hunsen cambodia","anger","positive"
"603","highest intl confidence on chinese vaccines

sinovac 
1 turkish president2021114
2 indonesian preside","fear","positive"
"604","highest intl confidence on chinese vaccines

sinovac 
1 turkish president2021114
2 indonesian preside","fear","positive"
"605","state media globaltimes just published an aicle trying to defame pfizers vaccine with big typos in the aicle 

it tw","sadness","neutral"
"606","highest intl confidence on chinese vaccines

sinovac 
1 turkish president2021114
2 indonesian preside","fear","positive"
"607","highest intl confidence on chinese vaccines

sinovac 
1 turkish president2021114
2 indonesian preside","fear","positive"
"608","highest intl confidence on chinese vaccines

sinovac 
1 turkish president2021114
2 indonesian preside","fear","positive"
"609","highest intl confidence on chinese vaccines

sinovac 
1 turkish president2021114
2 indonesian preside","fear","positive"
"610","highest intl confidence on chinese vaccines

sinovac 
1 turkish president2021114
2 indonesian preside","fear","positive"
"611","state media globaltimes just published an aicle trying to defame pfizers vaccine with big typos in the aicle 

it tw","sadness","neutral"
"612","state media globaltimes just published an aicle trying to defame pfizers vaccine with big typos in the aicl","sadness","neutral"
"613","world is not reposing any trust in vaccine developed by china the land of coronavirus sinovac failure rate in br","fear","neutral"
"614","highest intl confidence on chinese vaccines

sinovac 
1 turkish president2021114
2 indonesian preside","fear","positive"
"615","highest intl confidence on chinese vaccines

sinovac 
1 turkish president2021114
2 indonesian preside","fear","positive"
"616","highest intl confidence on chinese vaccines

sinovac 
1 turkish president2021114
2 indonesian preside","fear","positive"
"617","highest intl confidence on chinese vaccines

sinovac 
1 turkish president2021114
2 indonesian preside","fear","positive"
"618","highest intl confidence on chinese vaccines

sinovac 
1 turkish president2021114
2 indonesian preside","fear","positive"
"619","highest intl confidence on chinese vaccines

sinovac 
1 turkish president2021114
2 indonesian preside","fear","positive"
"620","highest intl confidence on chinese vaccines

sinovac 
1 turkish president2021114
2 indonesian preside","fear","positive"
"621","highest intl confidence on chinese vaccines

sinovac 
1 turkish president2021114
2 indonesian preside","fear","positive"
"622","highest intl confidence on chinese vaccines

sinovac 
1 turkish president2021114
2 indonesian preside","fear","positive"
"623","now the covidvaccine propaganda wars begin china sinovac bashing pfizerbiontech moderna mrna coronavirus va","joy","negative"
"624","highest intl confidence on chinese vaccines

sinovac 
1 turkish president2021114
2 indonesian preside","fear","positive"
"625","a new wave of covidoutbreak sweeps through china beijing plans to vaccinate 50 million people in 75 cities before the chine","fear","positive"
"626","china has created chinesevirus amp spread around the world now theyre trying to take maximum profits wi","disgust","neutral"
"627","dear general galvez

why is it published in bangkok thailand that sinovac is only 500 per dose you testified in th","joy","positive"
"628","dear general galvez

why is it published in bangkok thailand that sinovac is only 500 per dose you testified in th","joy","positive"
"629","turkey repos 168 new coronavirus deaths in the last 24 hours turkey coronaviruspandemic sputnikv","fear","negative"
"630","there was once a leader named rody
whose rule was very much shoddy 
he chose the more expensive vaccine
and when people ke","anger","negative"
"631","world is not reposing any trust in vaccine developed by china the land of coronavirus sinovac failure rate in br","fear","neutral"
"632","dear general galvez

why is it published in bangkok thailand that sinovac is only 500 per dose you testified","joy","positive"
"633","there was once a leader named rody
whose rule was very much shoddy 
he chose the more expensive vaccine
and when pe","anger","negative"
"634","a new wave of covidoutbreak sweeps through china beijing plans to vaccinate 50 million people in 75 cities before the chine","fear","positive"
"635","azerbaijan to begin mass vaccinations with chinas sinovac vaccine on jan 18 announced shahmar movsumov azerbaijan","joy","positive"
"636","turkish president recep tayyipreceives the coronavirus vaccine developed by sinovac in a hospital in anka","fear","positive"
"637","brazil results show chinese vaccine 504 effective while 22 people died in norway after taking the pfizer vaccine","sadness","neutral"
"638","azerbaijan to begin mass vaccinations with chinas sinovac vaccine on jan 18 announced shahmar movsumov azerbaijan","joy","positive"
"639","this was based on interim data in december 2020 based on more complete data in brazil in jan 2021 efficacy rate","joy","positive"
"640","23 die in norway after receiving pfizer covid19 vaccine

vaccine pfizer pfizerbiontech sinovac sputnikv coronavirusvac","fear","positive"
"641","covid19 wuhan premiosforque zayn covid19mx operation warp speed sinovac marina yers","anger","neutral"
"642","azerbaijan to begin mass vaccinations with chinas sinovac vaccine on jan 18 announced shahmar movsumov azerbaijan","joy","positive"
"643","a coronavirusvaccine developed by chinas sinovac has been found to be504 🤦‍️effective in brazilian clinica","fear","positive"
"644","turkish president erdogan gets first shot of the covid19 sinovac vaccine

 via","anger","positive"
"645","a new wave of covidoutbreak sweeps through china beijing plans to vaccinate 50 million people in 75 cities before the chine","fear","positive"
"646","turkey repos 168 new coronavirus deaths in the last 24 hours turkey coronaviruspandemic sputnikvsi","fear","negative"
"647","coronavirus worldwide the number of confirmed cases surpasses 94379000sinovac pfizerbiontech sputnikv","surprise","positive"
"648","turkey repos 168 new coronavirus deaths in the last 24 hours turkey coronaviruspandemic sputnikv","fear","negative"
"649","azerbaijan to begin mass vaccinations with chinas sinovac vaccine on jan 18 announced shahmar movsumov azerbaijan","joy","positive"
"650","5050 isnt probabilityjust gambling ca sino vac cine what a nice name truly representing their products","disgust","positive"
"651","azerbaijan to begin mass vaccinations with chinas sinovac vaccine on jan 18 announced shahmar movsumov azerbaijan","joy","positive"
"652","if china wants coronavaccine apply early demand is extremely highaccept your sinovac is a failed vaccine","anger","negative"
"653","❌🦠❌ sinovac biotech company has developed a leading covid19coronavirus vaccine coronavac claiming to have 78 effic","surprise","positive"
"654","china has created chinesevirus amp spread around the world now theyre trying to take maximum pro","disgust","neutral"
"655","❌🦠❌ sinovac biotech company has developed a leading covid19coronavirus vaccine coronavac claiming to have 78 effic","surprise","positive"
"656","❌🦠❌ sinovac biotech company has developed a leading covid19coronavirus vaccine coronavac claiming to have 78 effic","surprise","positive"
"657","a new wave of covidoutbreak sweeps through china beijing plans to vaccinate 50 million people in 75 cities before the chine","fear","positive"
"658","❌🦠❌ sinovac biotech company has developed a leading covid19coronavirus vaccine coronavac claiming to have","surprise","positive"
"659","why i get the message your ip is not allowed to visit this website when i want to visit sinovac website","joy","neutral"
"660","highest intl confidence on chinese vaccines

sinovac 
1 turkish president2021114
2 indonesian preside","fear","positive"
"661","highest intl confidence on chinese vaccines

sinovac 
1 turkish president2021114
2 indonesian preside","fear","positive"
"662","sinovac sounds trouble","anger","negative"
"663","chinas sinovac defends covid19 vaccine after disappointing brazil data
the news prompted malaysia amp singapore to say","disgust","negative"
"664","azerbaijan to begin mass vaccinations with chinas sinovac vaccine on jan 18 announced shahmar movsumov azerbaijan","joy","positive"
"665","highest intl confidence on chinese vaccines

sinovac 
1 turkish president2021114
2 indonesian preside","fear","positive"
"666","highest intl confidence on chinese vaccines

sinovac 
1 turkish president2021114
2 indonesian preside","fear","positive"
"667","the greatest difference is pfizer effectiveness is earn and mint money","anger","positive"
"668","a new wave of covidoutbreak sweeps through china beijing plans to vaccinate 50 million people in 75 cities before the chine","fear","positive"
"669","highest intl confidence on chinese vaccines

sinovac 
1 turkish president2021114
2 indonesian preside","fear","positive"
"670","highest intl confidence on chinese vaccines

sinovac 
1 turkish president2021114
2 indonesian preside","fear","positive"
"671","azerbaijan to begin mass vaccinations with chinas sinovac vaccine on jan 18 announced shahmar movsumov azerbaijan","joy","positive"
"672","highest intl confidence on chinese vaccines

sinovac 
1 turkish president2021114
2 indonesian","fear","positive"
"673","on thursday regulators approved thevaccine for emergency use the philippine govt said monday that i","fear","positive"
"674","chinas sinovac defends covid19 vaccine after disappointing brazil data
the news prompted malaysia amp singapore to say","disgust","negative"
"675","chinas sinovac defends covid19 vaccine after disappointing brazil data
the news prompted malaysia amp","disgust","negative"
"676","a new wave of covidoutbreak sweeps through china beijing plans to vaccinate 50 million people in 75 cities before the chine","fear","positive"
"677","azerbaijan to begin mass vaccinations with chinas sinovac vaccine on jan 18 announced shahmar movsumov azerbaijan","joy","positive"
"678","china covid vaccine repos mixed resultswhat does that mean for the pandemic coronavac sinovac","sadness","negative"
"679","chinas covid19 vaccines safe and effective sinopharm sinovac","joy","positive"
"680","over 600000 health workers in turkey have received sinovac vaccines","joy","positive"
"681","many countries are already using vaccines including those of china sinopharm and sinovac which are our necessities","fear","positive"
"682","azerbaijan to begin mass vaccinations with chinas sinovac vaccine on jan 18 announced shahmar movsumov azerbaijan","joy","positive"
"683","a new wave of covidoutbreak sweeps through china beijing plans to vaccinate 50 million people in 75 cities before the chine","fear","positive"
"684","azerbaijan to begin mass vaccinations with chinas sinovac vaccine on jan 18 announced shahmar movsumov azerbaijan","joy","positive"
"685","azerbaijan to begin mass vaccinations with chinas sinovac vaccine on jan 18 announced shahmar movsumov azerbaijan","joy","positive"
"686","azerbaijan to begin mass vaccinations with chinas sinovac vaccine on jan 18 announced shahmar movsumov azerbaijan","joy","positive"
"687","azerbaijan to begin mass vaccinations with chinas sinovac vaccine on jan 18 announced shahmar movsumov azerbaijan","joy","positive"
"688","turkish president recep tayyip erdogan yesterday received his first dose of vaccine developed by chinas sinovac as the co","anger","positive"
"689","turkish president erdogan received his first dose of the chinese sinovac coronavac vaccine sinovac vaccination","anger","positive"
"690","azerbaijan to begin mass vaccinations with chinas sinovac vaccine on jan 18 announced shahmar movsumov azerbaijan","joy","positive"
"691","23 die in norway after receiving pfizer covid19 vaccine

vaccine pfizer pfizerbiontech sinovac sputnikv","fear","positive"
"692","azerbaijan to begin mass vaccinations with chinas sinovac vaccine on jan 18 announced shahmar movsumov azerbaijan","joy","positive"
"693","why we dont have access to sinovac web site from turkey
 
 
sinovac","fear","positive"
"694","a new wave of covidoutbreak sweeps through china beijing plans to vaccinate 50 million people in 75 cities before the chine","fear","positive"
"695","can you imagine if pfizer moderna astrazeneca and johnsonjohnson sinovac sputnik shared their formulations","surprise","positive"
"696","a new wave of covidoutbreak sweeps through china beijing plans to vaccinate 50 million people in 75 cities before the chine","fear","positive"
"697","a new wave of covidoutbreak sweeps through china beijing plans to vaccinate 50 million people in 75 cities before the chine","fear","positive"
"698","a new wave of covidoutbreak sweeps through china beijing plans to vaccinate 50 million people in 75 cities before the chine","fear","positive"
"699","a new wave of covidoutbreak sweeps through china beijing plans to vaccinate 50 million people in 75 cities before the chine","fear","positive"
"700","azerbaijan to begin mass vaccinations with chinas sinovac vaccine on jan 18 announced shahmar movsumov azerbaijan","joy","positive"
"701","turky approved the emergency use of covid19 vaccine produced by chinas sinovac biotech on wednesday the countrys h","joy","positive"
"702","azerbaijan to begin mass vaccinations with chinas sinovac vaccine on jan 18 announced shahmar movsumov azerbaijan","joy","positive"
"703","
chinesevaccine is like chinesetoys but chinesevirus was perfect","joy","positive"
"704","
chinesevaccine is like chinesetoys but chinesevirus was perfect","joy","positive"
"705","are you trying to say president jokowi amp pm erdogan are stupid for choosing","disgust","negative"
"706","
chinesevaccine is like chinesetoys but chinesevirus was perfect
brazil says","joy","positive"
"707","
chinesevaccine is like chinesetoys but chinesevirus was perfect","joy","positive"
"708","
chinesevaccine is like chinesetoys but chinesevirus was perfect","joy","positive"
"709","azerbaijan to begin mass vaccinations with chinas sinovac vaccine on jan 18 announced shahmar movsumov azerbaijan","joy","positive"
"710","azerbaijan to begin mass vaccinations with chinas sinovac vaccine on jan 18 announced shahmar movsumov azerbaijan","joy","positive"
"711","azerbaijan to begin mass vaccinations with chinas sinovac vaccine on jan 18 announced shahmar movsumov azerbaijan","joy","positive"
"712","a new wave of covidoutbreak sweeps through china beijing plans to vaccinate 50 million people in 75 cities before the chine","fear","positive"
"713","azerbaijan to begin mass vaccinations with chinas sinovac vaccine on jan 18 announced shahmar movsumov azerbaijan","joy","positive"
"714","a new wave of covidoutbreak sweeps through china beijing plans to vaccinate 50 million people in 75 cities before the chine","fear","positive"
"715","a new wave of covidoutbreak sweeps through china beijing plans to vaccinate 50 million people in 75 cities before the chine","fear","positive"
"716","a new wave of covidoutbreak sweeps through china beijing plans to vaccinate 50 million people in 75 cities before the chine","fear","positive"
"717","a new wave of covidoutbreak sweeps through china beijing plans to vaccinate 50 million people in 75 cities before the chine","fear","positive"
"718","azerbaijan to begin mass vaccinations with chinas sinovac vaccine on jan 18 announced shahmar movsumov azerbaijan","joy","positive"
"719","a new wave of covidoutbreak sweeps through china beijing plans to vaccinate 50 million people in 75 cities before the chine","fear","positive"
"720","a new wave of covidoutbreak sweeps through china beijing plans to vaccinate 50 million people in 75 cities before the chine","fear","positive"
"721","livestream serbia president vucic who by constitution has absolutely no executive power welcoming 1 million doses of ch","joy","positive"
"722","azerbaijan to begin mass vaccinations with chinas sinovac vaccine on jan 18 announced shahmar movsumov azerbaijan","joy","positive"
"723","a new wave of covidoutbreak sweeps through china beijing plans to vaccinate 50 million people in 75 cities before the chine","fear","positive"
"724","a new wave of covidoutbreak sweeps through china beijing plans to vaccinate 50 million people in 75 cities before the chine","fear","positive"
"725","a new wave of covidoutbreak sweeps through china beijing plans to vaccinate 50 million people in 75 cities before the chine","fear","positive"
"726","a new wave of covidoutbreak sweeps through china beijing plans to vaccinate 50 million people in 75 cities before the chine","fear","positive"
"727","a new wave of covidoutbreak sweeps through china beijing plans to vaccinate 50 million people in 75 cities before the chine","fear","positive"
"728","a new wave of covidoutbreak sweeps through china beijing plans to vaccinate 50 million people in 75 cities before the chine","fear","positive"
"729","a new wave of covidoutbreak sweeps through china beijing plans to vaccinate 50 million people in 75 cities before the chine","fear","positive"
"730","a new wave of covidoutbreak sweeps through china beijing plans to vaccinate 50 million people in 75 cities before the chine","fear","positive"
"731","a new wave of covidoutbreak sweeps through china beijing plans to vaccinate 50 million people in 75 cities before the chine","fear","positive"
"732","a new wave of covidoutbreak sweeps through china beijing plans to vaccinate 50 million people in 75 cities before the chine","fear","positive"
"733","azerbaijan to begin mass vaccinations with chinas sinovac vaccine on jan 18 announced shahmar movsumov azerbaijan","joy","positive"
"734","beijing pequim china reuters
coronavac sinovac biotech
websummit seo eduardovalenteleadership glob","surprise","positive"
"735","azerbaijan to begin mass vaccinations with chinas sinovac vaccine on jan 18 announced shahmar movsumov azerbaijan","joy","positive"
"736","azerbaijan to begin mass vaccinations with chinas sinovac vaccine on jan 18 announced shahmar movsumov azerbaijan","joy","positive"
"737","azerbaijan to begin mass vaccinations with chinas sinovac vaccine on jan 18 announced shahmar movsumov azerbaijan","joy","positive"
"738","azerbaijan to begin mass vaccinations with chinas sinovac vaccine on jan 18 announced shahmar movsumov azerbaijan","joy","positive"
"739","many countries are already using vaccines including those of china sinopharm and sinovac which are our necessities","fear","positive"
"740","donation sinovac vaccine thank you","anger","positive"
"741","azerbaijan to begin mass vaccinations with chinas sinovac vaccine on jan 18 announced shahmar movsumov azerbaijan","joy","positive"
"742","azerbaijan to begin mass vaccinations with chinas sinovac vaccine on jan 18 announced shahmar movsumov azerbaijan","joy","positive"
"743","azerbaijan to begin mass vaccinations with chinas sinovac vaccine on jan 18 announced shahmar movsumov azerbaijan","joy","positive"
"744","health workers get vaccinated butwhy are politicians already on the vaccination list ankara 

a health wo","joy","negative"
"745","coronavirus worldwide the number of confirmed cases surpasses 94379000sinovac pfizerbiontech","surprise","positive"
"746","pfizer sinovac sputnikv astrazeneca moderna most common names in this month","surprise","positive"
"747","azerbaijan to begin mass vaccinations with chinas sinovac vaccine on jan 18 announced shahmar movsumov azerbaijan","joy","positive"
"748","azerbaijan to begin mass vaccinations with chinas sinovac vaccine on jan 18 announced shahmar movsumov azerbaijan","joy","positive"
"749","azerbaijan to begin mass vaccinations with chinas sinovac vaccine on jan 18 announced shahmar movsumov azerbaijan","joy","positive"
"750","azerbaijan to begin mass vaccinations with chinas sinovac vaccine on jan 18 announced shahmar movsumov azerbaijan","joy","positive"
"751","mixed results for sinovac covidー19 vaccine
researchers in brazil repoed that coronavac developed by beijing","sadness","positive"
"752","azerbaijan to begin mass vaccinations with chinas sinovac vaccine on jan 18 announced shahmar movsumov azerbaijan","joy","positive"
"753","azerbaijan to begin mass vaccinations with chinas sinovac vaccine on jan 18 announced shahmar movsumov azerbaijan","joy","positive"
"754","azerbaijan to begin mass vaccinations with chinas sinovac vaccine on jan 18 announced shahmar movsumov azerbaijan","joy","positive"
"755","azerbaijan to begin mass vaccinations with chinas sinovac vaccine on jan 18 announced shahmar movsumov azerbaijan","joy","positive"
"756","cambodia 
20210116
1 million donated doses of sinovac from china

sinovac","surprise","positive"
"757","azerbaijan to begin mass vaccinations with chinas sinovac vaccine on jan 18 announced shahmar movsumov azerbaijan","joy","positive"
"758","azerbaijan to begin mass vaccinations with chinas sinovac vaccine on jan 18 announced shahmar movsumov azerbaijan","joy","positive"
"759","azerbaijan to begin mass vaccinations with chinas sinovac vaccine on jan 18 announced shahmar movsumov azerbaijan","joy","positive"
"760","azerbaijan to begin mass vaccinations with chinas sinovac vaccine on jan 18 announced shahmar movsumov azerbaijan","joy","positive"
"761","azerbaijan to begin mass vaccinations with chinas sinovac vaccine on jan 18 announced shahmar movsumov azerbaijan","joy","positive"
"762","azerbaijan to begin mass vaccinations with chinas sinovac vaccine on jan 18 announced shahmar movsumov aze","joy","positive"
"763","livestream serbia president vucic who by constitution has absolutely no executive power welcoming 1 million doses of ch","joy","positive"
"764","trials result of sinovacs covid19vaccine in brazil is good enough considering almost all paicipants are highrisk","sadness","positive"
"765","the sãopaulo government and butantan institute revealed that the sinovac covid19 vaccine is 156 less effecti","fear","negative"
"766","prime minister hun sen rejects repos that cambodia rejected chinas sinovac vaccine i have never said such a thi","sadness","positive"
"767","to vaxx or not to vaxxcovidvaccine covid19vaccine vaccine sputnikv pfizerbiontech astrazeneca moderna","surprise","positive"
"768","turkish president erdogan gets first shot of the covid19 sinovac vaccine","anger","positive"
"769","done she went in when i tweeted and by now shes vaccinated just pending observation 
man that was quick","surprise","positive"
"770","at the itihad medical centre after convincing the mrs to get the vaccine lets see what the fuss is all about sinovac uae vaccination","sadness","negative"
"771","turkish president erdogan gets first shot of the covid19 sinovac vaccine","anger","positive"
"772","turkish president erdogan gets first shot of the covid19 sinovac vaccine","anger","positive"
"773","coronavirus worldwide the number of confirmed cases surpasses 94379000sinovac pfizerbiontech sputnikv","surprise","positive"
"774","putinshave been pushing this story others saying that the sinovac used in brasil is only 50 effe","surprise","positive"
"775","turkeys vaccine blitz tops 600000 in two days of sinovac shots","anger","positive"
"776","chinas covid19 vaccines safe and effective sinopharm sinovac","joy","positive"
"777","over 600000 health workers in turkey have received sinovac vaccines","joy","positive"
"778","coronavirus worldwide the number of confirmed cases surpasses 94379000sinovac pfizerbiontech","surprise","positive"
"779","prime minister hun sen rejects repos that cambodia rejected chinas sinovac vaccine i have never said such a thi","sadness","positive"
"780","turkeys vaccine blitz tops 600000 in two days of sinovac shots","anger","positive"
"781","more than 600000 health workers in turkey have received their first doses of covid19 shots developed by chinas si","joy","positive"
"782","livestream serbia president vucic who by constitution has absolutely no executive power welcoming 1 million do","joy","positive"
"783","hong kong is likely to delay the distribution of mainland chinese producer sinovac covid19vaccine because of a la","anger","positive"
"784","turkeys vaccine blitz tops 600000 in two days of sinovac shots","anger","positive"
"785","turkeys vaccine blitz tops 600000 in two days of sinovac shots","anger","positive"
"786","turkeys vaccine blitz tops 600000 in two days of sinovac shots","anger","positive"
"787","turkeys vaccine blitz tops 600000 in two days of sinovac shots","anger","positive"
"788","turkeys vaccine blitz tops 600000 in two days of sinovac shots","anger","positive"
"789","recep tayyip erdoğanpresident of turkey is receiving vaccine produced by chinas sinovac as the country is about t","surprise","positive"
"790","how likely are you to use a condom thats 504 effective of preventing pregnancy 🤔 sinovac vaccine casino covid coronav","disgust","positive"
"791","sinovac is one of the s","anger","positive"
"792","prime minister hun sen rejects repos that cambodia rejected chinas sinovac vaccine i have never said such a thi","sadness","positive"
"793","more than 600000 health workers in turkey have received their first doses of covid19 shots developed by chinas sin","joy","negative"
"794","prime minister hun sen rejects repos that cambodia rejected chinas sinovac vaccine i have never said such a thi","sadness","positive"
"795","prime minister hun sen rejects repos that cambodia rejected chinas sinovac vaccine i have never said such a thi","sadness","positive"
"796","turkish health care minister receives chinese covid vaccin sinovac","joy","positive"
"797","prime minister hun sen rejects repos that cambodia rejected chinas sinovac vaccine i have never said such a thi","sadness","positive"
"798","turkeys death toll from covid19 reaches 23664coronavac turkey sinovac pfizerbiontech lockdown
ht","anger","negative"
"799","turkeys death toll from covid19 reaches 23664coronavac turkey sinovac pfizerbiontech lockdown
ht","anger","negative"
"800","coronavirus iran repos 6485 new cases 83 deaths in the last 24 hours iran corona sinovac pfizerbiontech tehran
h","fear","negative"
"801","more than 600000 health workers in turkey have received their first doses of covid19 shots developed by chinas sin","joy","negative"
"802","prime minister hun sen rejects repos that cambodia rejected chinas sinovac vaccine i have never said such a thi","sadness","positive"
"803","prime minister hun sen rejects repos that cambodia rejected chinas sinovac vaccine i have never said suc","sadness","positive"
"804","many countries are already using vaccines including those of china sinopharm and sinovac which are our necessities","fear","positive"
"805","many countries are already using vaccines including those of china sinopharm and sinovac which are our neces","fear","positive"
"806","chinas covid19 vaccines safe and effective sinopharm sinovac","joy","positive"
"807","over 600000 health workers in turkey have received sinovac vaccines","joy","positive"
"808","chinas covid19 vaccines safe and effective sinopharm sinovac","joy","positive"
"809","how likely are you to use a condom thats 504 effective of preventing pregnancy 🤔 sinovac vaccine casino covid coronav","disgust","positive"
"810","how likely are you to use a condom thats 504 effective of preventing pregnancy 🤔 sinovac vaccine casino covid coronav","disgust","positive"
"811","indonesia which is also using the sinovac has inoculated 15301 people over the past two days a senior health","anger","positive"
"812","more than 600000 health workers in turkey have received their first doses of covid19 shots developed by chinas sin","joy","negative"
"813","china sinovac vaccine trial results in brazil far less effective than initially claimed chinese sinovac biote","disgust","negative"
"814","more than 600000 health workers in turkey have received their first doses of covid19 shots developed by chinas sin","joy","negative"
"815","more than 600000 health workers in turkey have received their first doses of covid19 shots developed by chinas","joy","positive"
"816","turkeys death toll from covid19 reaches 23664coronavac turkey sinovac pfizerbiontech lockdown
ht","anger","negative"
"817","how likely are you gonna use a condom thats 504 effective of preventing pregnancy❓🤔 sinovac vaccine casino covid cor","anger","positive"
"818","more than 600000 health workers in turkey have received their first doses of covid19 shots developed by chinas si","joy","positive"
"819","more than 600000 health workers in turkey have received their first doses of covid19 shots developed by chinas","joy","positive"
"820","a new wave of covidoutbreak sweeps through china beijing plans to vaccinate 50 million people in 75 cities before the chine","fear","positive"
"821","turkish president erdogan and indonesian president widodo receive a chinese covid19 vaccine with only 504 efficacy rate","surprise","positive"
"822","too bad the sinovac vaccine doesnt work","disgust","neutral"
"823","a new wave of covidoutbreak sweeps through china beijing plans to vaccinate 50 million people in 75 cities before","fear","positive"
"824","how likely are you to use a condom thats 504 effective of preventing pregnancy 🤔 sinovac vaccine casino covid coronav","disgust","positive"
"825","turkish president erdogan and indonesian president widodo receive a chinese covid19 vaccine with only 504 effica","surprise","positive"
"826","i am not endorsing nor dissuading vaccination

i am for the truth so the public may make informed decisions","fear","positive"
"827","totally censored by western msm sinovac sinopharm erdogan","surprise","positive"
"828","last 25 days vaccinated people in turkey sinovac coronavac almost all of these are healt","fear","negative"
"829","sinovac is safer","surprise","positive"
"830","22has not received all vaccine data from sinovac the scientific community is calling for transparency to make","anger","positive"
"831","better than 0 right

beside 50 doesnt mean 5050 it means out of 100 people infect","joy","negative"
"832","turkeys death toll from covid19 reaches 23664coronavac turkey sinovac pfizerbiontech","anger","negative"
"833","disappointing vaccine results pose setback for chinas biotech ambitions the vague and misleading manner in which vaccine","sadness","negative"
"834","turkish president erdogan gets first shot of the covid19 sinovac vaccine","anger","positive"
"835","turkish president erdogan gets first shot of the covid19 sinovac vaccine","anger","positive"
"836","cambodia decided to receive 1 million doses of covid vaccine from china for half million population prime minister hun s","sadness","positive"
"837","im just going to leave this heresinovac","anger","positive"
"838","immunity to coronavirus from infected persons last up to 6 months this is longer than some vacancies can give prot","fear","negative"
"839","vaccine politics turkey may trade off the uyghurs diaspora to china for sinovac and ratify the","anger","positive"
"840","coronavirus iran repos 6485 new cases 83 deaths in the last 24 hours iran corona sinovac pfizerbiontech tehran
h","fear","negative"
"841","turkeys death toll from covid19 reaches 23664coronavac turkey sinovac pfizerbiontech lockdown
ht","anger","negative"
"842","the irony the cheap chinese vaccine sinovac is a bit of a dud
50 of the time it works 
50 of the time all you g","anger","negative"
"843","turkeys death toll from covid19 reaches 23664coronavac turkey sinovac pfizerbiontech","anger","negative"
"844","22has not received all vaccine data from sinovac the scientific community is calling for transparency to make","anger","positive"
"845","how likely are you to use a condom thats 504 effective of preventing pregnancy 🤔 sinovac vaccine casino covid coronav","disgust","positive"
"846","coronavirus iran repos 6485 new cases 83 deaths in the last 24 hours iran corona sinovac pfizerbiontech","fear","negative"
"847","turkish president erdogan gets first shot of the covid19 sinovac vaccine","anger","positive"
"848","the terrible toll of covid19 in brazil isnt just because of a new variant or even of bolsonaro policies but als","fear","negative"
"849","turky approved the emergency use of covid19 vaccine produced by chinas sinovac biotech on wednesday the countrys h","joy","positive"
"850","how likely are you to use a condom thats 504 effective of preventing pregnancy 🤔 sinovac vaccine casino covid coronav","disgust","positive"
"851","pm said chinese vaccines sinovac and sinopharm are easy to preserve at btw 28 degree celsius while other at 80","surprise","positive"
