"","text","emotion","polarity"
"850","more than 600000 health workers in turkey have received their first doses of covid19 shots developed by chinas si","joy","positive"
"851","more than 600000 health workers in turkey have received their first doses of covid19 shots developed by chinas","joy","positive"
"852","a new wave of covidoutbreak sweeps through china beijing plans to vaccinate 50 million people in 75 cities before the chine","fear","positive"
"853","turkish president erdogan and indonesian president widodo receive a chinese covid19 vaccine with only 504 efficacy rate","surprise","positive"
"854","too bad the sinovac vaccine doesnt work","disgust","neutral"
"855","a new wave of covidoutbreak sweeps through china beijing plans to vaccinate 50 million people in 75 cities before","fear","positive"
"856","how likely are you to use a condom thats 504 effective of preventing pregnancy 🤔 sinovac vaccine casino covid coronav","disgust","positive"
"857","turkish president erdogan and indonesian president widodo receive a chinese covid19 vaccine with only 504 effica","surprise","positive"
"858","i am not endorsing nor dissuading vaccination

i am for the truth so the public may make informed decisions","fear","positive"
"859","totally censored by western msm sinovac sinopharm erdogan","surprise","positive"
"860","last 25 days vaccinated people in turkey sinovac coronavac almost all of these are healt","fear","negative"
"861","sinovac is safer","surprise","positive"
"862","22has not received all vaccine data from sinovac the scientific community is calling for transparency to make","anger","positive"
"863","better than 0 right

beside 50 doesnt mean 5050 it means out of 100 people infect","joy","negative"
"864","turkeys death toll from covid19 reaches 23664coronavac turkey sinovac pfizerbiontech","anger","negative"
"865","disappointing vaccine results pose setback for chinas biotech ambitions the vague and misleading manner in which vaccine","sadness","negative"
"866","turkish president erdogan gets first shot of the covid19 sinovac vaccine","anger","positive"
"867","turkish president erdogan gets first shot of the covid19 sinovac vaccine","anger","positive"
"868","cambodia decided to receive 1 million doses of covid vaccine from china for half million population prime minister hun s","sadness","positive"
"869","im just going to leave this heresinovac","anger","positive"
"870","immunity to coronavirus from infected persons last up to 6 months this is longer than some vacancies can give prot","fear","negative"
"871","vaccine politics turkey may trade off the uyghurs diaspora to china for sinovac and ratify the","anger","positive"
"872","coronavirus iran repos 6485 new cases 83 deaths in the last 24 hours iran corona sinovac pfizerbiontech tehran
h","fear","negative"
"873","turkeys death toll from covid19 reaches 23664coronavac turkey sinovac pfizerbiontech lockdown
ht","anger","negative"
"874","the irony the cheap chinese vaccine sinovac is a bit of a dud
50 of the time it works 
50 of the time all you g","anger","negative"
"875","turkeys death toll from covid19 reaches 23664coronavac turkey sinovac pfizerbiontech","anger","negative"
"876","22has not received all vaccine data from sinovac the scientific community is calling for transparency to make","anger","positive"
"877","how likely are you to use a condom thats 504 effective of preventing pregnancy 🤔 sinovac vaccine casino covid coronav","disgust","positive"
"878","coronavirus iran repos 6485 new cases 83 deaths in the last 24 hours iran corona sinovac pfizerbiontech","fear","negative"
"879","turkish president erdogan gets first shot of the covid19 sinovac vaccine","anger","positive"
"880","the terrible toll of covid19 in brazil isnt just because of a new variant or even of bolsonaro policies but als","fear","negative"
"881","turky approved the emergency use of covid19 vaccine produced by chinas sinovac biotech on wednesday the countrys h","joy","positive"
"882","how likely are you to use a condom thats 504 effective of preventing pregnancy 🤔 sinovac vaccine casino covid coronav","disgust","positive"
"883","pm said chinese vaccines sinovac and sinopharm are easy to preserve at btw 28 degree celsius while other at 80","surprise","positive"
"884","so a new coronavirusstrain has been discovered in brazil where they have been using the sinovac vaccinecould","surprise","positive"
"885","turkey approves china developed sinovac vaccine for emergency use
turkish health ministry says the vaccine is 9125 e","joy","positive"
"886","his excellency recep tayyip erdogan president of turkey receives the first dose of sinovac vaccine","anger","positive"
"887","president of indonesia get vaccinated with chinas sinovac vaccines sinovac vaccines china indonesia asia","sadness","negative"
"888","cambodia decided to receive 1 million doses of covid vaccine from china for half million population prime minist","joy","positive"
"889","ill never inject chinas sinovac vaccine against chinesevirus

freetibet freehk ccp xijinping covid19 chinavir","fear","negative"
"890","12 what should we make of the sinovac results 5038 overall efficacy rate repoed by scientists in brazil in addi","anger","positive"
"891","for these china has develop sinovac and sinopharm best suitable for such people","disgust","positive"
"892","efficacy estimates for chinese covid19vaccines diverge widely sinopharm claims 79 without providing details on","surprise","negative"
"893","the vaccine becomes useless if the 50 states dont have access to the vital second dose currently there are no mo","fear","neutral"
"894","turkish president erdogan gets first shot of the covid19 sinovac vaccine","anger","positive"
"895","tracking the vaccine rollout globally

taking place in at least 49 countries right now

check out","fear","neutral"
"896","how likely are you to use a condom thats 504 effective of preventing pregnancy 🤔 sinovac vaccine casino covid coronav","disgust","positive"
"897","turkish president recep tayyip erdogan on thursday received his first dose of vaccine developed by chinas sinovac as the co","anger","positive"
"898","world is not reposing any trust in vaccine developed by china the land of coronavirus sinovac failure rate in br","fear","neutral"
"899","22has not received all vaccine data from sinovac the scientific community is calling for transparency to make","anger","positive"
"900","12 what should we make of the sinovac results 5038 overall efficacy rate repoed by scientists in brazil in addi","anger","positive"
"901","how likely are you to use a condom thats 504 effective of preventing pregnancy 🤔 sinovac vaccine casino covid coronav","disgust","positive"
"902","how likely are you to use a condom thats 504 effective of preventing pregnancy 🤔 sinovac vaccine casino covid coronav","disgust","positive"
"903","andcovid19 ph sinovac","surprise","positive"
"904","mission completedcoronavac sinovac","surprise","positive"
"905","22has not received all vaccine data from sinovac the scientific community is calling for transparency to make","anger","positive"
"906","12 what should we make of the sinovac results 5038 overall efficacy rate repoed by scientists in brazil in addi","anger","positive"
"907","12 what should we make of the sinovac results 5038 overall efficacy rate repoed by scientists in brazil in addi","anger","positive"
"908","22has not received all vaccine data from sinovac the scientific community is calling for transparency to make","anger","positive"
"909","pandemic covid20 covid21 vaccine vaccinationcovid sinovac pfizer astrazenica 

new covid19 variants and p","fear","positive"
"910","12 what should we make of the sinovac results 5038 overall efficacy rate repoed by scientists in brazil in addi","anger","positive"
"911","22has not received all vaccine data from sinovac the scientific community is calling for transparency to make","anger","positive"
"912","12 what should we make of the sinovac results 5038 overall efficacy rate repoed by scientists in brazil in addi","anger","positive"
"913","22has not received all vaccine data from sinovac the scientific community is calling for transparency to make","anger","positive"
"914","22has not received all vaccine data from sinovac the scientific community is calling for transparency to make","anger","positive"
"915","12 what should we make of the sinovac results 5038 overall efficacy rate repoed by scientists in brazil in addi","anger","positive"
"916","22has not received all vaccine data from sinovac the scientific community is calling for transparency to m","surprise","positive"
"917","disappointing vaccine results pose setback for chinas biotech ambitions the vague and misleading manner in which vaccine","sadness","negative"
"918","how likely are you to use a condom thats 504 effective of preventing pregnancy 🤔 sinovac vaccine casino covid coronav","disgust","positive"
"919","turkish president erdogan gets first shot of the covid19 sinovac vaccine

voiceoffriendship dostifm98 pakistan china","anger","positive"
"920","ceo wished oxford astrazenca covid19 vaccine will be avilable at 3 by end of 2021 today it is being","anger","positive"
"921","🦠 turkish president recep tayyip erdogan stripped down to a black tshi and got vaccinated on thursday

the nation","anger","negative"
"922","turkish president recep tayyipreceives the coronavirus vaccine developed by sinovac in a hospital in anka","fear","positive"
"923","🦠 turkish president recep tayyip erdogan stripped down to a black tshi and got vaccinated on thursday

the nation","anger","negative"
"924","vaccinerollout itookthevaccine covidshield covaxine sinovac","surprise","positive"
"925","disappointing vaccine results pose setback for chinas biotech ambitions the vague and misleading manner in which vaccine","sadness","negative"
"926","how likely are you to use a condom thats 504 effective of preventing pregnancy 🤔 sinovac vaccine casino covid coronav","disgust","positive"
"927","turkish cypriot health authorities have received the first 20000 covidvaccine from the chinese pharmaceutical sino","joy","positive"
"928","12 what should we make of the sinovac results 5038 overall efficacy rate repoed by scientists in brazil in","anger","positive"
"929","vaccination day sinovac","surprise","positive"
"930","econwatch compared to the rest of southeastasia indonesia has lagged way behind on containing the coronavirus as c","joy","negative"
"931","dont wait vaccinate

vaccine pfizer biontech moderna astrazeneca sinovac coronovac sputnikv","fear","positive"
"932","national task force against covid19 chief implementer and vaccine czar carlito galvez jr said the government will","fear","negative"
"933","national task force against covid19 chief implementer and vaccine czar carlito galvez jr said the government will","fear","negative"
"934","🦠 turkish president recep tayyip erdogan stripped down to a black tshi and got vaccinated on thursday

the nation","anger","negative"
"935","how likely are you gonna use a condom thats 504 effective of preventing pregnancy❓🤔 sinovac vaccine casino","surprise","positive"
"936","brazil may approve chinese covid19 vaccine developed by sinovac sunday after receiving fuher documentation to sup","joy","positive"
"937","brazil may approve chinese covid19 vaccine developed by sinovac sunday after receiving fuher documentation to","joy","positive"
"938","🦠 turkish president recep tayyip erdogan stripped down to a black tshi and got vaccinated on thursday

the nation","anger","negative"
"939","his excellency recep tayyip erdogan president of turkey receives the first dose of sinovac vaccine","anger","positive"
"940","🦠 turkish president recep tayyip erdogan stripped down to a black tshi and got vaccinated on thursday

the nation","anger","negative"
"941","🦠 turkish president recep tayyip erdogan stripped down to a black tshi and got vaccinated on thursday

the nation","anger","negative"
"942","how likely are you to use a condom thats 504 effective of preventing pregnancy 🤔 sinovac vaccine casino covid coronav","disgust","positive"
"943","🦠 turkish president recep tayyip erdogan stripped down to a black tshi and got vaccinated on thursday

the nation","anger","negative"
"944","how likely are you to use a condom thats 504 effective of preventing pregnancy 🤔 sinovac vaccine casino covid coronav","disgust","positive"
"945","chinese vaccine is not trusted within its territory not by conspiracy theorists by the society of pharmacy profess","fear","neutral"
"946","how likely are you to use a condom thats 504 effective of preventing pregnancy 🤔 sinovac vaccine casino covid coronav","disgust","positive"
"947","trials result of sinovacs covid19vaccine in brazil is good enough considering almost all paicipants are highrisk","sadness","positive"
"948","sinovac vaccine casino covid coronavirus wuhanvirus meme diyms 

source telegram","surprise","positive"
"949","majority of these leaders received pfizerbiontech sinovac pa more 🤡🤡","joy","positive"
"950","turkish president recep tayyipreceives the coronavirus vaccine developed by sinovac in a hospital in anka","fear","positive"
"951","trials result of sinovacs covid19vaccine in brazil is good enough considering almost all paicipants are highrisk","sadness","positive"
"952","world is not reposing any trust in vaccine developed by china the land of coronavirus sinovac failure rate in br","fear","neutral"
"953","turkey comes out of the gate running following emergency authorization of the sinovac shot heavy reliance on","fear","positive"
"954","how likely are you to use a condom thats 504 effective of preventing pregnancy 🤔 sinovac vaccine casino","disgust","positive"
"955","turkish president recep tayyip erdogan on thursday received his first dose of vaccine developed by chinas sinovac as the co","anger","positive"
"956","turkeys health minister fahrettin koca receives first dose of china developed sinovac coronavirus vaccine turkey w","joy","positive"
"957","coronavirus iran repos 6485 new cases 83 deaths in the last 24 hours iran corona sinovac pfizerbiontech tehran
h","fear","negative"
"958","🦠 turkish president recep tayyip erdogan stripped down to a black tshi and got vaccinated on thursday

the nation","anger","negative"
"959","turkish president recep tayyip erdogan on thursday received his first dose of vaccine developed by chinas sinovac as the co","anger","positive"
"960","turkish president recep tayyip erdogan on thursday received his first dose of vaccine developed by chinas sinovac as the co","anger","positive"
"961","i got my shot today sinovac","anger","positive"
"962","🦠 turkish president recep tayyip erdogan stripped down to a black tshi and got vaccinated on thursday

the nation","anger","negative"
"963","trials result of sinovacs covid19vaccine in brazil is good enough considering almost all paicipants are highrisk","sadness","positive"
"964","🦠 turkish president recep tayyip erdogan stripped down to a black tshi and got vaccinated on thursday

the nation","anger","negative"
"965","sinovacs covid19 vaccine candidate and a shot from cansino biologics are also being tested on children and te","anger","positive"
"966","we need multiple coronavirus vaccines from multiple companies to immunise the world giving as many people as possibl","sadness","neutral"
"967","coronavirus iran repos 6485 new cases 83 deaths in the last 24 hours iran corona sinovac pfizerbiontech","fear","negative"
"968","🦠 turkish president recep tayyip erdogan stripped down to a black tshi and got vaccinated on thursday

the","anger","neutral"
"969","the shade of it all 🤣roque delima sinovac","surprise","positive"
"970","efficacy estimates for chinese covid19vaccines diverge widely sinopharm claims 79 without providing details on","surprise","negative"
"971","20210115 1200 reuters top headline 2 of 3 china steals march on west in developing nations vaccine rollout","surprise","positive"
"972","talking about covid19 cases and vaccine in comparison between taiwan and thailand after joining","surprise","positive"
"973","maybe the sinovac vaccine is an option for the euit would fit nicely along with their new trade deal with china","surprise","positive"
"974","turkish president tayyiperdogan received first dose of chinas sinovacs covid19 vaccine coronavac on thursday th","anger","positive"
"975","maybe the sinovac vaccine is an option for the euit would fit nicely along with their new trade deal with ch","surprise","positive"
"976","hmm sinovac has efficacy issues though its just a tad gt 50 which is ok enough from who hope covaxin is not that l","anger","positive"
"977","hmm sinovac has efficacy issues though its just a tad gt 50 which is ok enough from who hope covaxin is no","anger","positive"
"978","turkey began administering covid19 19 shots developed by chinas sinovac to health workers on thursday as it v","joy","positive"
"979","turkish president erdogan gets first shot of the covid19 sinovac vaccine","anger","positive"
"980","sinovac has applied for emergency use authorization of its covid19 vaccine in the philippines the food and drug admi","sadness","positive"
"981","turkish president tayyiperdogan received first dose of chinas sinovacs covid19 vaccine coronavac on thursday th","anger","positive"
"982","trials result of sinovacs covid19vaccine in brazil is good enough considering almost all paicipants are highrisk","sadness","positive"
"983","after coronavirus vaccine developed by chinas sinovac was found to be only 504 effective in brazilian clinical tr","fear","positive"
"984","turkish president recep tayyip erdogan stripped down to a black tshi and got vaccinated on thursday as the natio","anger","negative"
"985","turkish president recep tayyip erdogan stripped down to a black tshi and got vaccinated on thursday as the natio","anger","negative"
"986","yes the chinese company claimed that it is 78 effective however the butantan institute in brazil found th","joy","positive"
"987","turkish president recep tayyip erdogan received his first jab of the sinovac covid19 vaccine at a hospital in ankara on t","anger","neutral"
"988","turkish president recep tayyip erdogan received his first jab of the sinovac covid19 vaccine at a hospital in anka","anger","neutral"
"989","its not yet clear if the ceificate of those hungarians who got vaccinated with the chinese vaccine will be rec","anger","positive"
"990","daily news briefing 

turkey has launched a nationwide vaccination program against covid19 after the government ap","fear","positive"
"991","is this just to utiliseexercise the chinese prison labor or for recreation or is the chinese vi","joy","neutral"
"992","turkish president erdogan gets first shot of the covid19 sinovac vaccine","anger","positive"
"993","turkish president erdogan gets first shot of the covid19 sinovac vaccine","anger","positive"
"994","disappointing vaccine results pose setback for chinas biotech ambitions the vague and misleading manner in which vaccine","sadness","negative"
"995","disappointing vaccine results pose setback for chinas biotech ambitions the vague and misleading manner in which vaccine","sadness","negative"
"996","disappointing vaccine results pose setback for chinas biotech ambitions the vague and misleading manner in which vaccine","sadness","negative"
"997","turkish president recep tayyip erdogan yesterday received his first dose of vaccine developed by chinas sinovac as the co","anger","positive"
"998","turkish president recep tayyipreceives the coronavirus vaccine developed by sinovac in a hospital in anka","fear","positive"
"999","china vaccine claims belied efficacy in brazil only 503 

sinovac chinafalseclaims chinesevaccine sinovacefficacy sino","surprise","positive"
"1000","turkey president erdogan just received sinovac made by china hes not waiting for pfizer j ampj modena african l","fear","neutral"
